isil,local_uri,external_uri,relation,match_status,linking_method,verification
IT-AG0016,https://biblioteche-fantasma.invalid/resource/library/IT-AG0016,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0016&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0017,https://biblioteche-fantasma.invalid/resource/library/IT-AG0017,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0017&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0018,https://biblioteche-fantasma.invalid/resource/library/IT-AG0018,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0018&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0019,https://biblioteche-fantasma.invalid/resource/library/IT-AG0019,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0019&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0020,https://biblioteche-fantasma.invalid/resource/library/IT-AG0020,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0020&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0021,https://biblioteche-fantasma.invalid/resource/library/IT-AG0021,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0021&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0022,https://biblioteche-fantasma.invalid/resource/library/IT-AG0022,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0022&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0024,https://biblioteche-fantasma.invalid/resource/library/IT-AG0024,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0024&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0025,https://biblioteche-fantasma.invalid/resource/library/IT-AG0025,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0025&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0027,https://biblioteche-fantasma.invalid/resource/library/IT-AG0027,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0027&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0028,https://biblioteche-fantasma.invalid/resource/library/IT-AG0028,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0028&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0029,https://biblioteche-fantasma.invalid/resource/library/IT-AG0029,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0029&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0030,https://biblioteche-fantasma.invalid/resource/library/IT-AG0030,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0030&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0031,https://biblioteche-fantasma.invalid/resource/library/IT-AG0031,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0031&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0033,https://biblioteche-fantasma.invalid/resource/library/IT-AG0033,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0033&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0034,https://biblioteche-fantasma.invalid/resource/library/IT-AG0034,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0034&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0036,https://biblioteche-fantasma.invalid/resource/library/IT-AG0036,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0036&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0037,https://biblioteche-fantasma.invalid/resource/library/IT-AG0037,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0037&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0038,https://biblioteche-fantasma.invalid/resource/library/IT-AG0038,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0038&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0039,https://biblioteche-fantasma.invalid/resource/library/IT-AG0039,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0039&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0040,https://biblioteche-fantasma.invalid/resource/library/IT-AG0040,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0040&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0041,https://biblioteche-fantasma.invalid/resource/library/IT-AG0041,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0041&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0042,https://biblioteche-fantasma.invalid/resource/library/IT-AG0042,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0042&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0043,https://biblioteche-fantasma.invalid/resource/library/IT-AG0043,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0043&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0044,https://biblioteche-fantasma.invalid/resource/library/IT-AG0044,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0044&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0045,https://biblioteche-fantasma.invalid/resource/library/IT-AG0045,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0045&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0046,https://biblioteche-fantasma.invalid/resource/library/IT-AG0046,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0046&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0047,https://biblioteche-fantasma.invalid/resource/library/IT-AG0047,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0047&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0048,https://biblioteche-fantasma.invalid/resource/library/IT-AG0048,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0048&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0049,https://biblioteche-fantasma.invalid/resource/library/IT-AG0049,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0049&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0050,https://biblioteche-fantasma.invalid/resource/library/IT-AG0050,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0050&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0051,https://biblioteche-fantasma.invalid/resource/library/IT-AG0051,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0051&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0052,https://biblioteche-fantasma.invalid/resource/library/IT-AG0052,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0052&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0054,https://biblioteche-fantasma.invalid/resource/library/IT-AG0054,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0054&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0055,https://biblioteche-fantasma.invalid/resource/library/IT-AG0055,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0055&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0058,https://biblioteche-fantasma.invalid/resource/library/IT-AG0058,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0058&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0059,https://biblioteche-fantasma.invalid/resource/library/IT-AG0059,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0059&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0060,https://biblioteche-fantasma.invalid/resource/library/IT-AG0060,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0060&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0061,https://biblioteche-fantasma.invalid/resource/library/IT-AG0061,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0061&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0062,https://biblioteche-fantasma.invalid/resource/library/IT-AG0062,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0062&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0064,https://biblioteche-fantasma.invalid/resource/library/IT-AG0064,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0064&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0065,https://biblioteche-fantasma.invalid/resource/library/IT-AG0065,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0065&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0066,https://biblioteche-fantasma.invalid/resource/library/IT-AG0066,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0066&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0067,https://biblioteche-fantasma.invalid/resource/library/IT-AG0067,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0067&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0068,https://biblioteche-fantasma.invalid/resource/library/IT-AG0068,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0068&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0069,https://biblioteche-fantasma.invalid/resource/library/IT-AG0069,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0069&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0070,https://biblioteche-fantasma.invalid/resource/library/IT-AG0070,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0070&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0071,https://biblioteche-fantasma.invalid/resource/library/IT-AG0071,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0071&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0072,https://biblioteche-fantasma.invalid/resource/library/IT-AG0072,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0072&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0073,https://biblioteche-fantasma.invalid/resource/library/IT-AG0073,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0073&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0074,https://biblioteche-fantasma.invalid/resource/library/IT-AG0074,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0074&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0075,https://biblioteche-fantasma.invalid/resource/library/IT-AG0075,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0075&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0078,https://biblioteche-fantasma.invalid/resource/library/IT-AG0078,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0078&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0079,https://biblioteche-fantasma.invalid/resource/library/IT-AG0079,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0079&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0080,https://biblioteche-fantasma.invalid/resource/library/IT-AG0080,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0080&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0085,https://biblioteche-fantasma.invalid/resource/library/IT-AG0085,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0085&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0087,https://biblioteche-fantasma.invalid/resource/library/IT-AG0087,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0087&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0089,https://biblioteche-fantasma.invalid/resource/library/IT-AG0089,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0089&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0090,https://biblioteche-fantasma.invalid/resource/library/IT-AG0090,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0090&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0091,https://biblioteche-fantasma.invalid/resource/library/IT-AG0091,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0091&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0092,https://biblioteche-fantasma.invalid/resource/library/IT-AG0092,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0092&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0093,https://biblioteche-fantasma.invalid/resource/library/IT-AG0093,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0093&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0094,https://biblioteche-fantasma.invalid/resource/library/IT-AG0094,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0094&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0095,https://biblioteche-fantasma.invalid/resource/library/IT-AG0095,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0095&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-AG0096,https://biblioteche-fantasma.invalid/resource/library/IT-AG0096,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0096&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
