istat_code,municipality_name,local_uri,external_uri,relation,match_status,linking_method,verification
055001,Acquasparta,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/055001,https://w3id.org/italia/env/ld/place/municipality/00201_055001,http://www.w3.org/2002/07/owl#sameAs,generated_from_identifier,six-digit ISTAT code in Linked ISPRA municipality URI; no name/fuzzy matching,URI scheme verified on multiple live Linked ISPRA municipality resources; this generation step does not dereference every target; 2026 administrative changes excluded explicitly
070001,Acquaviva Collecroce,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/070001,https://w3id.org/italia/env/ld/place/municipality/00201_070001,http://www.w3.org/2002/07/owl#sameAs,generated_from_identifier,six-digit ISTAT code in Linked ISPRA municipality URI; no name/fuzzy matching,URI scheme verified on multiple live Linked ISPRA municipality resources; this generation step does not dereference every target; 2026 administrative changes excluded explicitly
072001,Acquaviva delle Fonti,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/072001,https://w3id.org/italia/env/ld/place/municipality/00201_072001,http://www.w3.org/2002/07/owl#sameAs,generated_from_identifier,six-digit ISTAT code in Linked ISPRA municipality URI; no name/fuzzy matching,URI scheme verified on multiple live Linked ISPRA municipality resources; this generation step does not dereference every target; 2026 administrative changes excluded explicitly
094001,Acquaviva d'Isernia,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/094001,https://w3id.org/italia/env/ld/place/municipality/00201_094001,http://www.w3.org/2002/07/owl#sameAs,generated_from_identifier,six-digit ISTAT code in Linked ISPRA municipality URI; no name/fuzzy matching,URI scheme verified on multiple live Linked ISPRA municipality resources; this generation step does not dereference every target; 2026 administrative changes excluded explicitly
044002,Acquaviva Picena,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/044002,https://w3id.org/italia/env/ld/place/municipality/00201_044002,http://www.w3.org/2002/07/owl#sameAs,generated_from_identifier,six-digit ISTAT code in Linked ISPRA municipality URI; no name/fuzzy matching,URI scheme verified on multiple live Linked ISPRA municipality resources; this generation step does not dereference every target; 2026 administrative changes excluded explicitly
085001,Acquaviva Platani,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/085001,https://w3id.org/italia/env/ld/place/municipality/00201_085001,http://www.w3.org/2002/07/owl#sameAs,generated_from_identifier,six-digit ISTAT code in Linked ISPRA municipality URI; no name/fuzzy matching,URI scheme verified on multiple live Linked ISPRA municipality resources; this generation step does not dereference every target; 2026 administrative changes excluded explicitly
083107,Acquedolci,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/083107,https://w3id.org/italia/env/ld/place/municipality/00201_083107,http://www.w3.org/2002/07/owl#sameAs,generated_from_identifier,six-digit ISTAT code in Linked ISPRA municipality URI; no name/fuzzy matching,URI scheme verified on multiple live Linked ISPRA municipality resources; this generation step does not dereference every target; 2026 administrative changes excluded explicitly
006001,Acqui Terme,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/006001,https://w3id.org/italia/env/ld/place/municipality/00201_006001,http://www.w3.org/2002/07/owl#sameAs,generated_from_identifier,six-digit ISTAT code in Linked ISPRA municipality URI; no name/fuzzy matching,URI scheme verified on multiple live Linked ISPRA municipality resources; this generation step does not dereference every target; 2026 administrative changes excluded explicitly
078003,Acri,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/078003,https://w3id.org/italia/env/ld/place/municipality/00201_078003,http://www.w3.org/2002/07/owl#sameAs,generated_from_identifier,six-digit ISTAT code in Linked ISPRA municipality URI; no name/fuzzy matching,URI scheme verified on multiple live Linked ISPRA municipality resources; this generation step does not dereference every target; 2026 administrative changes excluded explicitly
060002,Acuto,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/060002,https://w3id.org/italia/env/ld/place/municipality/00201_060002,http://www.w3.org/2002/07/owl#sameAs,generated_from_identifier,six-digit ISTAT code in Linked ISPRA municipality URI; no name/fuzzy matching,URI scheme verified on multiple live Linked ISPRA municipality resources; this generation step does not dereference every target; 2026 administrative changes excluded explicitly
072002,Adelfia,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/072002,https://w3id.org/italia/env/ld/place/municipality/00201_072002,http://www.w3.org/2002/07/owl#sameAs,generated_from_identifier,six-digit ISTAT code in Linked ISPRA municipality URI; no name/fuzzy matching,URI scheme verified on multiple live Linked ISPRA municipality resources; this generation step does not dereference every target; 2026 administrative changes excluded explicitly
087006,Adrano,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/087006,https://w3id.org/italia/env/ld/place/municipality/00201_087006,http://www.w3.org/2002/07/owl#sameAs,generated_from_identifier,six-digit ISTAT code in Linked ISPRA municipality URI; no name/fuzzy matching,URI scheme verified on multiple live Linked ISPRA municipality resources; this generation step does not dereference every target; 2026 administrative changes excluded explicitly
016001,Adrara San Martino,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/016001,https://w3id.org/italia/env/ld/place/municipality/00201_016001,http://www.w3.org/2002/07/owl#sameAs,generated_from_identifier,six-digit ISTAT code in Linked ISPRA municipality URI; no name/fuzzy matching,URI scheme verified on multiple live Linked ISPRA municipality resources; this generation step does not dereference every target; 2026 administrative changes excluded explicitly
016002,Adrara San Rocco,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/016002,https://w3id.org/italia/env/ld/place/municipality/00201_016002,http://www.w3.org/2002/07/owl#sameAs,generated_from_identifier,six-digit ISTAT code in Linked ISPRA municipality URI; no name/fuzzy matching,URI scheme verified on multiple live Linked ISPRA municipality resources; this generation step does not dereference every target; 2026 administrative changes excluded explicitly
029001,Adria,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/029001,https://w3id.org/italia/env/ld/place/municipality/00201_029001,http://www.w3.org/2002/07/owl#sameAs,generated_from_identifier,six-digit ISTAT code in Linked ISPRA municipality URI; no name/fuzzy matching,URI scheme verified on multiple live Linked ISPRA municipality resources; this generation step does not dereference every target; 2026 administrative changes excluded explicitly
017002,Adro,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/017002,https://w3id.org/italia/env/ld/place/municipality/00201_017002,http://www.w3.org/2002/07/owl#sameAs,generated_from_identifier,six-digit ISTAT code in Linked ISPRA municipality URI; no name/fuzzy matching,URI scheme verified on multiple live Linked ISPRA municipality resources; this generation step does not dereference every target; 2026 administrative changes excluded explicitly
023001,Affi,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/023001,https://w3id.org/italia/env/ld/place/municipality/00201_023001,http://www.w3.org/2002/07/owl#sameAs,generated_from_identifier,six-digit ISTAT code in Linked ISPRA municipality URI; no name/fuzzy matching,URI scheme verified on multiple live Linked ISPRA municipality resources; this generation step does not dereference every target; 2026 administrative changes excluded explicitly
058001,Affile,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/058001,https://w3id.org/italia/env/ld/place/municipality/00201_058001,http://www.w3.org/2002/07/owl#sameAs,generated_from_identifier,six-digit ISTAT code in Linked ISPRA municipality URI; no name/fuzzy matching,URI scheme verified on multiple live Linked ISPRA municipality resources; this generation step does not dereference every target; 2026 administrative changes excluded explicitly
063002,Afragola,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/063002,https://w3id.org/italia/env/ld/place/municipality/00201_063002,http://www.w3.org/2002/07/owl#sameAs,generated_from_identifier,six-digit ISTAT code in Linked ISPRA municipality URI; no name/fuzzy matching,URI scheme verified on multiple live Linked ISPRA municipality resources; this generation step does not dereference every target; 2026 administrative changes excluded explicitly
080001,Africo,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/080001,https://w3id.org/italia/env/ld/place/municipality/00201_080001,http://www.w3.org/2002/07/owl#sameAs,generated_from_identifier,six-digit ISTAT code in Linked ISPRA municipality URI; no name/fuzzy matching,URI scheme verified on multiple live Linked ISPRA municipality resources; this generation step does not dereference every target; 2026 administrative changes excluded explicitly
033001,Agazzano,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/033001,https://w3id.org/italia/env/ld/place/municipality/00201_033001,http://www.w3.org/2002/07/owl#sameAs,generated_from_identifier,six-digit ISTAT code in Linked ISPRA municipality URI; no name/fuzzy matching,URI scheme verified on multiple live Linked ISPRA municipality resources; this generation step does not dereference every target; 2026 administrative changes excluded explicitly
063003,Agerola,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/063003,https://w3id.org/italia/env/ld/place/municipality/00201_063003,http://www.w3.org/2002/07/owl#sameAs,generated_from_identifier,six-digit ISTAT code in Linked ISPRA municipality URI; no name/fuzzy matching,URI scheme verified on multiple live Linked ISPRA municipality resources; this generation step does not dereference every target; 2026 administrative changes excluded explicitly
090001,Aggius,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/090001,https://w3id.org/italia/env/ld/place/municipality/00201_090001,http://www.w3.org/2002/07/owl#sameAs,generated_from_identifier,six-digit ISTAT code in Linked ISPRA municipality URI; no name/fuzzy matching,URI scheme verified on multiple live Linked ISPRA municipality resources; this generation step does not dereference every target; 2026 administrative changes excluded explicitly
086001,Agira,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/086001,https://w3id.org/italia/env/ld/place/municipality/00201_086001,http://www.w3.org/2002/07/owl#sameAs,generated_from_identifier,six-digit ISTAT code in Linked ISPRA municipality URI; no name/fuzzy matching,URI scheme verified on multiple live Linked ISPRA municipality resources; this generation step does not dereference every target; 2026 administrative changes excluded explicitly
047002,Agliana,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/047002,https://w3id.org/italia/env/ld/place/municipality/00201_047002,http://www.w3.org/2002/07/owl#sameAs,generated_from_identifier,six-digit ISTAT code in Linked ISPRA municipality URI; no name/fuzzy matching,URI scheme verified on multiple live Linked ISPRA municipality resources; this generation step does not dereference every target; 2026 administrative changes excluded explicitly
005001,Agliano Terme,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/005001,https://w3id.org/italia/env/ld/place/municipality/00201_005001,http://www.w3.org/2002/07/owl#sameAs,generated_from_identifier,six-digit ISTAT code in Linked ISPRA municipality URI; no name/fuzzy matching,URI scheme verified on multiple live Linked ISPRA municipality resources; this generation step does not dereference every target; 2026 administrative changes excluded explicitly
001001,Agliè,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/001001,https://w3id.org/italia/env/ld/place/municipality/00201_001001,http://www.w3.org/2002/07/owl#sameAs,generated_from_identifier,six-digit ISTAT code in Linked ISPRA municipality URI; no name/fuzzy matching,URI scheme verified on multiple live Linked ISPRA municipality resources; this generation step does not dereference every target; 2026 administrative changes excluded explicitly
090062,Aglientu,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/090062,https://w3id.org/italia/env/ld/place/municipality/00201_090062,http://www.w3.org/2002/07/owl#sameAs,generated_from_identifier,six-digit ISTAT code in Linked ISPRA municipality URI; no name/fuzzy matching,URI scheme verified on multiple live Linked ISPRA municipality resources; this generation step does not dereference every target; 2026 administrative changes excluded explicitly
028002,Agna,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/028002,https://w3id.org/italia/env/ld/place/municipality/00201_028002,http://www.w3.org/2002/07/owl#sameAs,generated_from_identifier,six-digit ISTAT code in Linked ISPRA municipality URI; no name/fuzzy matching,URI scheme verified on multiple live Linked ISPRA municipality resources; this generation step does not dereference every target; 2026 administrative changes excluded explicitly
019002,Agnadello,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/019002,https://w3id.org/italia/env/ld/place/municipality/00201_019002,http://www.w3.org/2002/07/owl#sameAs,generated_from_identifier,six-digit ISTAT code in Linked ISPRA municipality URI; no name/fuzzy matching,URI scheme verified on multiple live Linked ISPRA municipality resources; this generation step does not dereference every target; 2026 administrative changes excluded explicitly
080002,Agnana Calabra,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/080002,https://w3id.org/italia/env/ld/place/municipality/00201_080002,http://www.w3.org/2002/07/owl#sameAs,generated_from_identifier,six-digit ISTAT code in Linked ISPRA municipality URI; no name/fuzzy matching,URI scheme verified on multiple live Linked ISPRA municipality resources; this generation step does not dereference every target; 2026 administrative changes excluded explicitly
094002,Agnone,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/094002,https://w3id.org/italia/env/ld/place/municipality/00201_094002,http://www.w3.org/2002/07/owl#sameAs,generated_from_identifier,six-digit ISTAT code in Linked ISPRA municipality URI; no name/fuzzy matching,URI scheme verified on multiple live Linked ISPRA municipality resources; this generation step does not dereference every target; 2026 administrative changes excluded explicitly
017003,Agnosine,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/017003,https://w3id.org/italia/env/ld/place/municipality/00201_017003,http://www.w3.org/2002/07/owl#sameAs,generated_from_identifier,six-digit ISTAT code in Linked ISPRA municipality URI; no name/fuzzy matching,URI scheme verified on multiple live Linked ISPRA municipality resources; this generation step does not dereference every target; 2026 administrative changes excluded explicitly
025001,Agordo,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/025001,https://w3id.org/italia/env/ld/place/municipality/00201_025001,http://www.w3.org/2002/07/owl#sameAs,generated_from_identifier,six-digit ISTAT code in Linked ISPRA municipality URI; no name/fuzzy matching,URI scheme verified on multiple live Linked ISPRA municipality resources; this generation step does not dereference every target; 2026 administrative changes excluded explicitly
058002,Agosta,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/058002,https://w3id.org/italia/env/ld/place/municipality/00201_058002,http://www.w3.org/2002/07/owl#sameAs,generated_from_identifier,six-digit ISTAT code in Linked ISPRA municipality URI; no name/fuzzy matching,URI scheme verified on multiple live Linked ISPRA municipality resources; this generation step does not dereference every target; 2026 administrative changes excluded explicitly
012001,Agra,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/012001,https://w3id.org/italia/env/ld/place/municipality/00201_012001,http://www.w3.org/2002/07/owl#sameAs,generated_from_identifier,six-digit ISTAT code in Linked ISPRA municipality URI; no name/fuzzy matching,URI scheme verified on multiple live Linked ISPRA municipality resources; this generation step does not dereference every target; 2026 administrative changes excluded explicitly
108001,Agrate Brianza,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/108001,https://w3id.org/italia/env/ld/place/municipality/00201_108001,http://www.w3.org/2002/07/owl#sameAs,generated_from_identifier,six-digit ISTAT code in Linked ISPRA municipality URI; no name/fuzzy matching,URI scheme verified on multiple live Linked ISPRA municipality resources; this generation step does not dereference every target; 2026 administrative changes excluded explicitly
003001,Agrate Conturbia,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/003001,https://w3id.org/italia/env/ld/place/municipality/00201_003001,http://www.w3.org/2002/07/owl#sameAs,generated_from_identifier,six-digit ISTAT code in Linked ISPRA municipality URI; no name/fuzzy matching,URI scheme verified on multiple live Linked ISPRA municipality resources; this generation step does not dereference every target; 2026 administrative changes excluded explicitly
