isil,collection_index,library_name_source,codice,denominazione,fondo_depositato,catalogazione_inventario,tipologia_fondo,dewey,descrizione,url_o_citazione_bibliografica,consistenza,datazione,modalita_acquisizione,tipologia_documentaria,provenienza,soggetto_produttore,bibliografia,fondi_collegati
IT-MS0027,2,Biblioteca diocesana - sede di Massa,002,Fondo Musicale,No,NON SPECIFICATO,Fondo librario / Collezione,,"Il nucleo più antico è composto dai libri liturgici musicali (XVII-XX sec.) raccolti da mons. Ugo Berti nel complesso documentale del Centro Studi di Storia Locale Cattedrale di Massa, poi confluito come fondo archivistico presso l¿Archivio Diocesano di Massa e come fondo librario presso la Biblioteca Diocesana di Massa. Segue il nucleo dell¿Archivio musicale del Seminario Vescovile Maggiore di Massa (fondato nel 1830 da mons. Francesco Maria Zoppi, primo vescovo di Massa), presso cui la Biblioteca ha sede, composto da periodici e spartiti sia stampa che manoscritti (XIX-XX sec.); a questo si sono aggiunti negli anni le monografie di ambito musicale e il materiale audiovisivo (XX sec.), frutto per lo più di doni, vedasi la donazione del maestro Pierami Filiberto per le registrazioni audio di musica classica e operistica.",,,,,,,,,
IT-MS0028,1,Biblioteca del Centro culturale apuano,001,Collezione Carro-Cao,No,Non presente,Fondo misto,,"1100 volumi, 90 opuscoli (sec. 20)",,,,,,,,,
IT-MS0028,2,Biblioteca del Centro culturale apuano,002,Collezione Bigini,No,Non presente,Fondo misto,,"355 opere di storia, filosofia e letteratura italiana",,,,,,,,,
IT-MS0028,3,Biblioteca del Centro culturale apuano,003,Fondo fotografico,No,Non presente,Fondo librario / Collezione,,5000 esemplari,,,,,,,,,
IT-MS0055,1,Biblioteca dell'Accademia di Belle Arti,001,Fondo Carlo Del Medico Staffetti,No,Non presente,Fondo librario / Collezione,Storia di Massa e Carrara (Prov.),"250 volumi, 3000 opuscoli (sec. 19.-20.) sulla storia della Lunigiana",,,,,,,,,
IT-MS0055,2,Biblioteca dell'Accademia di Belle Arti,002,Fondo Domenico Zaccagna,No,Non presente,Fondo librario / Collezione,,geologia e geografia,,,,,,,,,
IT-MS0055,3,Biblioteca dell'Accademia di Belle Arti,003,Fondo Ezio Dini,No,NON SPECIFICATO,Fondo librario / Collezione,,,,,,,,,,,
IT-MS0055,4,Biblioteca dell'Accademia di Belle Arti,004,Fondo Adolfo Angeli,No,NON SPECIFICATO,Fondo librario / Collezione,,,,,,,,,,,
IT-MS0056,1,Biblioteca comunale,001,Fondo atti del Parlamento di Montignoso,No,Non presente,Fondo librario / Collezione,Storia di Massa e Carrara (Prov.),atti dal 1549 al 1801,,,,,,,,,
IT-MS0058,1,Biblioteca del Museo etnologico delle Apuane,001,Donazione Carlo Montagna,No,Non presente,Fondo misto,Ingegneria e attività affini,ingegneria e fisica,,,,,,,,,
IT-MS0058,2,Biblioteca del Museo etnologico delle Apuane,002,Donazione prof. Luciani,No,Non presente,Fondo misto,Scienze mediche. Medicina,medicina,,,,,,,,,
IT-MS0058,3,Biblioteca del Museo etnologico delle Apuane,003,Donazione prof. Vicini,No,Non presente,Fondo misto,"Geografia, storia e discipline ausiliarie","storia, letteratura",,,,,,,,,
IT-MS0058,4,Biblioteca del Museo etnologico delle Apuane,004,Donazione Luigi Bonacoscia,No,Non presente,Fondo misto,Storia e geografia della chiesa cristiana organizzata,"storia della Chiesa, patristica",,,,,,,,,
IT-MT0011,1,Biblioteca comunale di Ferrandina,001,Fondo Biblioteca dei Cappuccini,No,NON SPECIFICATO,Fondo librario / Collezione,,,,,,,,,,,
IT-MT0029,1,Biblioteca provinciale Tommaso Stigliani,001,Fondo D'Errico,No,NON SPECIFICATO,Fondo librario / Collezione,,"letteratura, storia, geografia, astronomia, medicina, veterinaria, economia",,,,,,,,,
IT-MT0029,2,Biblioteca provinciale Tommaso Stigliani,002,Fondo Santoro,No,Non presente,Fondo librario / Collezione,Scienze mediche. Medicina,99 volumi di medicina del sec. 19.,,,,,,,,,
IT-MT0029,3,Biblioteca provinciale Tommaso Stigliani,003,Fondo Ridola,No,Non presente,Fondo librario / Collezione,,testi di medicina del sec. 19. italiani e stranieri,,,,,,,,,
IT-MT0029,4,Biblioteca provinciale Tommaso Stigliani,004,Fondo Passarelli,No,Non presente,Fondo librario / Collezione,,800 volumi dei sec. 19.-20.,,,,,,,,,
IT-MT0029,5,Biblioteca provinciale Tommaso Stigliani,005,Fondo Gattini,No,Non presente,Fondo librario / Collezione,,manoscritti e opere varie dal 1470 al sec. 20.,,,,,,,,,
IT-MT0029,6,Biblioteca provinciale Tommaso Stigliani,006,Fondo Stella,No,Non presente,Fondo librario / Collezione,,425 documenti e pubblicazioni di urbanistica della città di Matera,,,,,,,,,
IT-MT0029,7,Biblioteca provinciale Tommaso Stigliani,007,"Fondo Conventi soppressi di Matera, Pomarico, Ferrandina",No,Non presente,Fondo librario / Collezione,,"6280 opere filosofiche, teologiche e storiche dei sec. 17.-18.",,,,,,,,,
IT-MT0064,1,Biblioteca monastica,001,Fondo famiglia Boccia,No,Non presente,Fondo librario / Collezione,Religione,religione,,,,,,,,,
IT-MT0069,1,Biblioteca diocesana di Tricarico,001,Fondo Venerabile mons. Raffaello Delle Nocche vescovo di Tricarico (1922-1960),No,NON SPECIFICATO,Fondo librario / Collezione,,"A questo fondo appartengono i volumi della Biblioteca del vescovo di Tricarico, il venerabile mons. Raffaello Delle Nocche (1922 - 1960), di cui esiste un inventario topografico compilato nel 1955. Al fondo appartengono testi di teologia, morale, Sacra scrittura, pastorale ma anche di biologia e scienze naturali, disciplina quest'ultima in cui il vescovo era laureato. In particolare si segnala la presenza di un nucleo di opere dell'illustre studioso di Archeologia cristiana, mons. Domenico Mallardo.",,,,,,,,,
IT-MT0069,2,Biblioteca diocesana di Tricarico,002,"Fondo Mons. Bruno Maria Pelaia, vescovo di Tricarico (1961-1974)",No,NON SPECIFICATO,Fondo librario / Collezione,,"Il Fondo comprende volumi appartenuti al vescovo di Tricarico, mons. Bruno Maria Pelaia (1961-1974), e identificati dalla presenza del timbro episcopale sul frontespizio degli stessi. Si compone di testi di teologia, pastorale, storia della Chiesa ma soprattutto Sacra scrittura ed esegesi di cui egli era uno studioso.",,,,,,,,,
IT-MT0069,3,Biblioteca diocesana di Tricarico,003,Fondo Mons. Francescantonio Sanseverino (1872-1953),No,NON SPECIFICATO,Fondo librario / Collezione,,"Il Fondo comprende volumi appartenuti a mons. Francescantonio Sanseverino, sacerdote della Diocesi di Tricarico, laureato in Teologia e latinista apprezzato, arcidiacono della Cattedrale, prelato domestico di Sua Santità e docente presso il Seminario vescovile di Tricarico. Parte dei volumi presentano l'ex libris del prof. Francescantonio Sanseverino, e parte il timbro a stampa con la dicitura Centro diocesano Unione Uomini di Azione Cattolica, Tricarico. Biblioteca Mons. Sanseverino Francescantonio.",,,,,,,,,
IT-MT0069,4,Biblioteca diocesana di Tricarico,004,Fondo Sac. Giovanni Daraio (1873-1956),No,NON SPECIFICATO,Fondo librario / Collezione,,"Al fondo appartengono volumi del sacerdote della Diocesi di Tricarico, e studioso di storia locale, mons. Giovanni Daraio (Tricarico, 13 aprile 1873 - USA, 29 giugno 1959). Tra essi alcune opere di cui è stato autore.",,,,,,,,,
IT-MT0069,5,Biblioteca diocesana di Tricarico,005,Fondo Convento Cappuccini di Tricarico (1954-1994),No,NON SPECIFICATO,Fondo librario / Collezione,,"A questo fondo appartengono volumi provenienti dalla Comunità dei Frati Cappuccini che ebbe sede dal 1954 al 1994 nell'ex-convento dei Carmelitani in Tricarico. I volumi trattano di teologia, pastorale e soprattutto spiritualità francescana.",,,,,,,,,
IT-MT0069,6,Biblioteca diocesana di Tricarico,006,Fondo Moderno,No,NON SPECIFICATO,Fondo librario / Collezione,,"Il Fondo è costituito da opere di varia provenienza (secerdoti, vescovi, uffici pastorali della Curia vescovile, etc.), da donazioni e da annuali acquisizioni.",,,,,,,,,
IT-MT0069,7,Biblioteca diocesana di Tricarico,007,Sezione Periodici,No,NON SPECIFICATO,Fondo misto,,La sezione periodici raccoglie le numerose riviste possedute dalla Biblioteca.,,,,,,,,,
IT-MT0069,8,Biblioteca diocesana di Tricarico,008,Fondo Libri liturgici,No,NON SPECIFICATO,Fondo librario / Collezione,,"Il Fondo si compone di volumi risalenti ai secoli XVII - XX, provenienti dall'ex-monastero di S. Chiara, dalla chiesa di S. Maria del Lombardi, dalla cappella della Confraternita di S. Donato, dalla chiesa dei Frati Cappuccini, dalla chiesa dello Spirito Santo, dalla chiesa del Santuario di S. Maria di Fonti, e dalla Cattedrale di S. Maria Assunta, tutte site in Tricarico.",,,,,,,,,
IT-MT0069,9,Biblioteca diocesana di Tricarico,009,Fondo Parrocchia S. Maria dei Lombardi in Tricarico,No,NON SPECIFICATO,Fondo librario / Collezione,,"Il Fondo si compone di libri del XX secolo, con opere di natura catechistica e pastorale, e presenta anche collane di libri per ragazzi.",,,,,,,,,
IT-MT0069,10,Biblioteca diocesana di Tricarico,010,Fondo Parrocchia Cattedrale S. Maria Assunta di Tricarico,No,NON SPECIFICATO,Fondo librario / Collezione,,"Il Fondo comprende opere del XX secolo di carattere prevalentemente catechistico e pastorale, con pubblicazioni anche di natura agiografica e molte collane di letteratura per ragazzi.",,,,,,,,,
IT-MT0069,11,Biblioteca diocesana di Tricarico,011,Fondo Parrocchia S. Potito Martire in Tricarico,No,NON SPECIFICATO,Fondo librario / Collezione,,"Il Fondo comprende opere del XX secolo di carattere prevalentemente catechistico e pastorale, e numerose opere agiografiche e collane di letteratura per ragazzi.",,,,,,,,,
IT-MT0069,12,Biblioteca diocesana di Tricarico,012,Fondo Giuseppe Romeo - Alba Serra,No,NON SPECIFICATO,Fondo librario / Collezione,,"Il Fondo Giuseppe Romeo - Alba Serra è stato donato il 30 agosto 2015 alla Biblioteca Diocesana di Tricarico dal prof. Giuseppe Romeo di Tricarico e dalla moglie prof.ssa Alba Serra di Roma; si tratta di un patrimonio librario che comprende, innanzitutto, un nucleo di n. 70 volumi dei secc. XVIII-XIX appartenuti al sac. Michele Romeo della Diocesi di Tricarico (Tricarico, 1881-1908), mentre i rimanenti datati al sec. XX sono parte del prof. Giuseppe Romeo (figura molto impegnata negli anni 1950-1970 nell'Azione Cattolica diocesana di Tricarico), e parte della moglie prof.ssa Alba Serra, musicista e direttrice d'orchestra e di suo padre Salvatore Serra anch'egli musicista e direttore d'orchestra (Soleto (Lecce), 5 feb. 1910 - Roma 28 ott. 1965); numerose anche le riviste d'inizio Novecento.",,,,,,,,,
IT-MT0069,13,Biblioteca diocesana di Tricarico,013,Fondo Angelo Aragiusto,No,NON SPECIFICATO,Fondo librario / Collezione,,"Il Fondo Angelo Aragiusto è stato donato alla Biblioteca Diocesana di Tricarico dal dott. Angelo Aragiusto di Tricarico il 3 feb. 2015, con una integrazione del 4 sett. 2015. Il fondo è costituito da un nucleo librario appartenente ai suoi antenati, innanzitutto a mons. Tommaso Aragiusto (Tricarico, 2 gen. 1872 - 17 apr. 1947), laureato in teologia e in utroque jure, prelato domestico di Sua Santità e protonotario apostolico, vicario generale del venerabile Raffaello delle Nocche, vescovo di Tricarico (1922-1960), ed anche allo zio dott. Tommaso Aragiusto, cancelliere a Manfredonia; questo fondo comprende molti volumi dei secc. XVI-XIX e importanti riviste d'inizio Novecento.",,,,,,,,,
IT-MT0069,14,Biblioteca diocesana di Tricarico,014,Fondo Istituto Magistrale Parificato 'Gesù Eucaristico' di Tricarico,No,NON SPECIFICATO,Fondo librario / Collezione,,"Il Fondo è stato donato alla Biblioteca Diocesana di Tricarico (verbale del 26 marzo 2014) dalla Congregazione delle Suore Discepole di Gesù Eucaristico, e consta di un cospicuo corpus di opere, prevalentemente di natura didattica, che proviene dall'Istituto Magistrale Femminile Gesù Eucaristico di Tricarico. La raccolta libraria rende il contesto culturale e pedagogico di un Istituto scolastico improntato al carisma del Venerabile Mons. Raffaello delle Nocche, vescovo di Tricarico, che nel 1930 lo aveva fondato insieme al potestà del paese, col. Rocco Sanseverino, a pochi anni dalla fondazione della stessa Congregazione (Tricarico, 1922).",,,,,,,,,
IT-MT0069,15,Biblioteca diocesana di Tricarico,015,"Fondo Mons. Francesco Zerrillo, vescovo di Tricarico (1986-1997)",No,NON SPECIFICATO,Fondo librario / Collezione,,"Il Fondo Mons. Francesco Zerrillo, vescovo di Tricarico (1986-1997), identificato nel corso del riordino della Biblioteca Diocesana, resta a testimoniare un episcopato importante della Chiesa di Tricarico.",,,,,,,,,
IT-MT0069,16,Biblioteca diocesana di Tricarico,016,Fondo Sac. Michele Calabrese (1920-2011),No,NON SPECIFICATO,Fondo librario / Collezione,,"Il Fondo Sac. Michele Calabrese (1920-2011) è pervenuto alla Biblioteca Diocesana di Tricarico a seguito di lascito testamentario del predetto sacerdote, ordinato presbitero nel 1948, cappellano dell'Ente Riforma Pianelle-Tricarico negli anni 1950-1980 e parroco delle parrocchie di Gorgoglione, di Garaguso, di Oliveto Lucano e della parrocchia Madonna della Neve in Grassano, di cui è stato emerito dal 2003.",,,,,,,,,
IT-MT0069,17,Biblioteca diocesana di Tricarico,017,"Fondo Mons. Vincenzo Carmine Orofino, vescovo di Tricarico (2004-2016)",No,NON SPECIFICATO,Fondo librario / Collezione,,"Il Fondo Mons. Vincenzo Carmine Orofino, vescovo (2004-2016), composto da n. 1030 volumi e da 434 periodici, è conseguente alla donazione alla Biblioteca diocesana di Tricarico effettuata dallo stesso Vescovo al momento della sua traslazione dalla Diocesi di Tricarico alla Diocesi di Tursi-Lagonegro.",,,,,,,,,
IT-MT0069,18,Biblioteca diocesana di Tricarico,018,Fondo Arch. Antonio Del Core (1954-2012),No,NON SPECIFICATO,Fondo librario / Collezione,,"Il Fondo, Arch. Antonio Del Core, si compone di volumi appartenuti a detto architetto, tragicamente morto, che la sorella Donatina Del Core ha voluto donare alla Diocesi di Tricarico (verbale deposito, 4 maggio 2017), in ricordo del rapporto del loro padre Salvatore col vescovo Raffaello delle Nocche, di cui era stato il giardiniere.",,,,,,,,,
IT-MT0069,19,Biblioteca diocesana di Tricarico,019,Fondo Sac. Angelo Maria Garramone (1919-1996),No,NON SPECIFICATO,Fondo librario / Collezione,,"Il Fondo Sac. Angelo Maria Garramone (1919-1996), comprende volumi appartenuti a detto sacerdote diocesano e donati alla Diocesi di Tricarico dal nipote don Giovanni Grassani (verbale deposito, 19 luglio 2017)",,,,,,,,,
IT-MT0069,20,Biblioteca diocesana di Tricarico,020,Fondo Sac. Giovanni Dilenge (1928-2012),No,NON SPECIFICATO,Fondo librario / Collezione,,"Il Fondo Sac. Giovanni Dilenge (1928-2012), comprende volumi appartenuti a detto sacerdote diocesano e donati alla Diocesi di Tricarico dalla sorella ins. Maria Giovanna Dilenge (verbale deposito, 19 luglio 2017).",,,,,,,,,
IT-MT0069,21,Biblioteca diocesana di Tricarico,021,Fondo Mons. Pancrazio Perrone (1925-2011),No,NON SPECIFICATO,Fondo librario / Collezione,,"Il fondo è pervenuto da una donazione alla Diocesi di Tricarico da parte del prof. Bonaventura Perrone (atto di donazione del 25 agosto 2017), nipote di Mons. Pancrazio Perrone, un sacerdote diocesano nato a Tricarico il 6 novembre 1925 e morto a Santa Maria Capua Vetere (Caserta) il 26 aprile 2011. Egli svolse ruoli importanti nella Diocesi di Tricarico e fu anche Preside della Scuola Media Statale di Tricarico. A lui si deve la pubblicazione della prima biografia del Venerabile Mons. Raffaello delle Nocche, vescovo di Tricarico (1922-1960).",,,,,,,,,
IT-MT0069,22,Biblioteca diocesana di Tricarico,022,Fondo Teresa e Filomena Mazzarone,No,NON SPECIFICATO,Fondo librario / Collezione,,"Il Fondo Teresa e Filomena Mazzarone di Tricarico è stato donato nel 2020 alla Diocesi di Tricarico attraverso la loro cugina, prof.ssa Carmela Biscaglia, dopo la loro morte. Si tratta di un patrimonio che riveste notevole interesse per essere state le due sorelle missionarie dell'Istituto Secolare delle Missionarie della Regalità di Cristo, fondato da Armida Barelli e padre Agostino Gemelli come una comunità di laiche che non conducono vita comune, ma operano per una missione nel mondo secondo lo spirito di S. Francesco. Le stesse Mazzarone sono state sorelle di Mons. Angelo Mazzarone, vicario generale della Diocesi di Tricarico e per lunghi anni presidente dell'Istituto Secolare dei Sacerdoti Missionari della Regalità di Cristo.",,,,,,,,,
IT-MT0069,23,Biblioteca diocesana di Tricarico,023,Fondo Mons. Egidio Antonio Mario Cafarelli,No,NON SPECIFICATO,Fondo librario / Collezione,,"Il Fondo Mons. Egidio Antonio Mario Cafarelli (1927 - 2020) canonico della Diocesi di Acerenza, è stato donato dalla signora Maria Carmela Brindisi, nipote del sacerdote, alla Diocesi di Tricarico nel 2022 con regolare otto di Donazione. I libri restituiscono la formazione religiosa nel corso degli anni e gli interessi legati all'insegnamento della religione da parte del sacerdote nella scuola media statale di Brindisi di Montagna.",,,,,,,,,
IT-MT0069,24,Biblioteca diocesana di Tricarico,024,Fondo Santuario di S. Maria di Fonti,No,NON SPECIFICATO,Fondo librario / Collezione,,"Il Fondo contiene libri provenienti dalla sacrestia del Santuario di S. Maria di Fonti (titolazione ufficiale Santa Maria delle Grazie). La piccola biblioteca si è creata nel corso degli anni a cura dei rettori del Santuario, in particolare di don Franco Uricchio e di don Nicola Soldo, che nel 2020 ha ritenuto opportuno trasferire questi volumi nella Biblioteca Diocesana di Tricarico per favorirne la consultazione e conservazione.",,,,,,,,,
IT-NA0001,1,Biblioteca del Convento S.Antonio,001,Fondo mons. Castiello,No,NON SPECIFICATO,Fondo librario / Collezione,,"La Biblioteca ha recentemente acquisito la collezione di libri di Mons. Aniello Castiello, cittadino di Afragola, giudice ecclesiastico ed insigne studioso",,,,,,,,,
IT-NA0006,1,Biblioteca del Centro Caprense Ignazio Cerio,001,Archivio Carelli,No,Volumi,Archivio / Raccolta documentaria,,"Opera di trascrizione e conservazione di tutto ciò che riguarda l’isola effettuata dal Barone Ing. Alfonso Carelli (1866-1944) in 30 anni di ricerche, dal 1910 al 1941. Le circa 24000 cartelle scritte a mano sono sistemate in 439 fascicoli, raccolti in 19",,,,,,,,,
IT-NA0007,1,Biblioteca comunale Luigi Bladier,001,Fondo Genoino,Si,Volumi,Fondo librario / Collezione,,Volumi,,,,,,,,,
IT-NA0007,2,Biblioteca comunale Luigi Bladier,002,Fondo Ciuni,Si,Volumi,Fondo librario / Collezione,,Volumi,,,,,,,,,
IT-NA0012,1,Biblioteca comunale Gaetano Filangieri,001,Fondo dantesco,No,Volumi,Fondo librario / Collezione,Poesia italiana. Origini-1375,volumi e opuscoli dei sec. 19.-20. (oltre 3000 titoli),"Il fondo dantesco della Biblioteca Comunale ""Gaetano Filangieri"" / a cura di Antonino Di Vuolo - Castellammare di Stabia : [s.e.], 2001",,,,,,,,
IT-NA0012,2,Biblioteca comunale Gaetano Filangieri,002,Fondo Di Nardo,No,NON SPECIFICATO,Fondo librario / Collezione,,volumi e opuscoli,,,,,,,,,
IT-NA0012,3,Biblioteca comunale Gaetano Filangieri,003,Fondo Mascia,No,NON SPECIFICATO,Fondo librario / Collezione,,volumi e opuscoli,,,,,,,,,
IT-NA0012,4,Biblioteca comunale Gaetano Filangieri,004,Fondo D'Orsi,No,NON SPECIFICATO,Fondo librario / Collezione,,volumi e opuscoli,,,,,,,,,
IT-NA0012,5,Biblioteca comunale Gaetano Filangieri,005,Fondo Titti Marrone,No,NON SPECIFICATO,Fondo librario / Collezione,,,,,,,,,,,
IT-NA0013,1,Biblioteca del Clero della Chiesa del Gesù,001,Fondo Lauro Aiello,No,Non presente,Fondo librario / Collezione,,,,,,,,,,,
IT-NA0013,2,Biblioteca del Clero della Chiesa del Gesù,002,Fondo dannunziano,No,Non presente,Fondo librario / Collezione,,,,,,,,,,,
IT-NA0018,1,Biblioteca Civica Giovanni Bonajuto,001,Fondo Virgilio Catalano,No,Online,Fondo librario / Collezione,Storia generale del mondo antico fino al 499,Volumi e opuscoli,http://www.comune.ercolano.na.it,,,,,,,,
IT-NA0018,2,Biblioteca Civica Giovanni Bonajuto,002,Fondo Buonajiuto,No,Online,Fondo librario / Collezione,Diritto,volumi e opuscoli,http://www.comune.ercolano.na.it,,,,,,,,
IT-NA0018,3,Biblioteca Civica Giovanni Bonajuto,003,Fondo Esposito,No,Online,Fondo librario / Collezione,Letteratura romena e ladina,,,,,,,,,,
IT-NA0020,1,Biblioteca comunale Michele Cavaliere,001,"""Fondo Antico""",No,NON SPECIFICATO,Fondo librario / Collezione,,,,,,,,,,,
IT-NA0020,2,Biblioteca comunale Michele Cavaliere,002,"""Fondo Mons. Vitale""",No,NON SPECIFICATO,Fondo librario / Collezione,,,,,,,,,,,
IT-NA0020,3,Biblioteca comunale Michele Cavaliere,003,"""Fondo Don Alfredo Vitiello""",No,NON SPECIFICATO,Fondo librario / Collezione,,,,,,,,,,,
IT-NA0022,1,Biblioteca Comunale Antoniana,001,Fondo Ischia,No,NON SPECIFICATO,Fondo librario / Collezione,,"Opuscoli, monografie e periodici",,,,,,,,,
IT-NA0022,2,Biblioteca Comunale Antoniana,002,Fondo Prof. Giuseppe Gallo,No,NON SPECIFICATO,Fondo librario / Collezione,,"Opuscoli, monografie, dizionari",,,,,,,,,
IT-NA0022,3,Biblioteca Comunale Antoniana,003,Fondo Rari,No,NON SPECIFICATO,Fondo librario / Collezione,,"Opuscoli, monografie e periodici",,,,,,,,,
IT-NA0022,4,Biblioteca Comunale Antoniana,004,Fondo Prof. Edoardo Malagoli,No,NON SPECIFICATO,Fondo librario / Collezione,,"Opuscoli, monografie e periodici",,,,,,,,,
IT-NA0022,5,Biblioteca Comunale Antoniana,005,Fondo Pietro Monti,No,NON SPECIFICATO,Fondo librario / Collezione,,"volumi, opuscoli e periodici",,,,,,,,,
IT-NA0029,1,Biblioteca di area giuridica dell'Università degli studi di Napoli Federico II,001,Dono Tammaro,No,NON SPECIFICATO,Fondo misto,Diritto,diritto,,,,,,,,,
IT-NA0029,2,Biblioteca di area giuridica dell'Università degli studi di Napoli Federico II,002,Biblioteca Solazzi,No,NON SPECIFICATO,Fondo misto,Sistemi giuridici,diritto romano,,,,,,,,,
IT-NA0029,3,Biblioteca di area giuridica dell'Università degli studi di Napoli Federico II,003,Dono Massari,No,NON SPECIFICATO,Fondo misto,Diritto penale,diritto penale,,,,,,,,,
IT-NA0029,4,Biblioteca di area giuridica dell'Università degli studi di Napoli Federico II,004,Legato Fiore,No,NON SPECIFICATO,Fondo misto,Diritto,diritto,,,,,,,,,
IT-NA0029,5,Biblioteca di area giuridica dell'Università degli studi di Napoli Federico II,005,Dono Scuto,No,Non presente,Fondo misto,Diritto privato,diritto privato,,,,,,,,,
IT-NA0032,1,Biblioteca comunale Antonio Labriola,001,Fondo Antonio Ghirelli,No,Online,Fondo librario / Collezione,"Giornalismo, editoria, giornali","Fondo del giornalista e scrittore Antonio Ghirelli (1922-2012) - 1.679 tra monografie, opuscoli e documenti",http://www.comune.napoli.it/flex/cm/pages/ServeBLOB.php/L/IT/IDPagina/23407,,,,,,,,
IT-NA0043,1,Biblioteca dell'Archivio di Stato di Napoli,001,Biblioteca Maresca,No,NON SPECIFICATO,Fondo misto,,"storia, diritto",,,,,,,,,
IT-NA0043,2,Biblioteca dell'Archivio di Stato di Napoli,002,Biblioteca di Filippo e Giuseppe Morese,No,Non presente,Fondo misto,,"storia, araldica",,,,,,,,,
IT-NA0043,3,Biblioteca dell'Archivio di Stato di Napoli,003,Biblioteca Luigi Volpicella,No,Non presente,Fondo misto,,"storia, araldica",,,,,,,,,
IT-NA0043,4,Biblioteca dell'Archivio di Stato di Napoli,004,Biblioteca Serra di Gerace,No,Non presente,Fondo misto,,"storia, araldica, topografia",,,,,,,,,
IT-NA0043,5,Biblioteca dell'Archivio di Stato di Napoli,005,Fondo Ajevoli,No,Online,Fondo librario / Collezione,Scienze mediche. Medicina,volumi,,,,,,,,,
IT-NA0044,1,Biblioteca dell'Accademia Pontaniana,001,Biblioteca Torraca,No,Online,Fondo misto,,13.000 volumi di varie discipline universitarie dono della famiglia Torraca,,,,,,,,,
IT-NA0055,1,Biblioteca del Museo civico Gaetano Filangieri,001,Fondo Montalto,No,Non presente,Fondo librario / Collezione,,,,,,,,,,,
IT-NA0055,2,Biblioteca del Museo civico Gaetano Filangieri,002,Fondo Acton,No,Non presente,Fondo librario / Collezione,,,,,,,,,,,
IT-NA0055,3,Biblioteca del Museo civico Gaetano Filangieri,003,Fondo D'Ambra,No,Non presente,Fondo librario / Collezione,,,,,,,,,,,
IT-NA0055,4,Biblioteca del Museo civico Gaetano Filangieri,004,Fondo Sangro,No,Non presente,Fondo librario / Collezione,,,,,,,,,,,
IT-NA0063,1,Biblioteca del Gesù Nuovo,001,Fondo Scrittori gesuiti napoletani,No,NON SPECIFICATO,Fondo librario / Collezione,,opere dei sec. 16.-20.,,,,,,,,,
IT-NA0063,2,Biblioteca del Gesù Nuovo,002,Fondo Nuzzo - Mauro,No,NON SPECIFICATO,Fondo librario / Collezione,Storia di Napoli (Prov.),storia e civiltà di Napoli e della Campania,,,,,,,,,
IT-NA0063,3,Biblioteca del Gesù Nuovo,003,Fondo Rispoli,No,Non presente,Fondo librario / Collezione,Belle arti e arti decorative. Trattamento storico e geografico,storia dell'arte,,,,,,,,,
IT-NA0063,4,Biblioteca del Gesù Nuovo,004,Fondo musicale don Luigi Guida,No,Non presente,Fondo librario / Collezione,,composizioni autografe del maestro Luigi Guida,,,,,,,,,
IT-NA0065,1,Biblioteca dei Padri Passionisti,001,Fondo Teologia della Croce,No,NON SPECIFICATO,Fondo librario / Collezione,,Letteratura napoletana,,,,,,,,,
IT-NA0070,1,Biblioteca universitaria di Napoli,001,Fondo Vittorio Imbriani,Si,Online,Fondo librario / Collezione,,"folklore, classici (5108 v. e 1190 opusc.), 850 v. ed opus. danteschi",,,,,,,,,
IT-NA0070,2,Biblioteca universitaria di Napoli,002,Fondo Domenico Viti,Si,Online,Fondo librario / Collezione,,"4700 opere letterarie antiche e 2000 opuscoli, edizioni della Crusca",,,,,,,,,
IT-NA0070,3,Biblioteca universitaria di Napoli,003,Fondo Edizioni Aldine,Si,Online,Fondo librario / Collezione,Libri a stampa,,,,,,,,,,
IT-NA0070,4,Biblioteca universitaria di Napoli,004,Fondo Edizioni Bodoniane,Si,Online,Fondo librario / Collezione,Libri a stampa,,,,,,,,,,
IT-NA0070,5,Biblioteca universitaria di Napoli,005,Collezione dantesca,Si,Online,Fondo misto,"Letterature in lingua italiana, romena, ladina",donazione del marchese Alfonso Della Valle di Casanova,buna@librari.beniculturali.it,,,,,,,,
IT-NA0070,6,Biblioteca universitaria di Napoli,006,Fondo Di Lorenzo,Si,Online,Fondo librario / Collezione,Scienze mediche. Medicina,medicina,,,,,,,,,
IT-NA0070,7,Biblioteca universitaria di Napoli,007,Fondo Paolo Panceri,Si,Online,Fondo librario / Collezione,Scienze pure,"storia naturale, anatomia",,,,,,,,,
IT-NA0070,8,Biblioteca universitaria di Napoli,008,Fondo Del Gaizo,Si,Online,Fondo librario / Collezione,Scienze mediche. Medicina,medicina,,,,,,,,,
IT-NA0070,9,Biblioteca universitaria di Napoli,009,Fondo Domenico De Pilla,Si,Online,Fondo librario / Collezione,,letteratura e diritto (2350 volumi e 300 opuscoli),,,,,,,,,
IT-NA0070,10,Biblioteca universitaria di Napoli,010,Fondo Amellino,No,Online,Fondo librario / Collezione,Diritto,diritto,,,,,,,,,
IT-NA0070,11,Biblioteca universitaria di Napoli,011,Libreria Francesco Briganti,Si,Online,Fondo misto,Scienze pure,scienze naturali,,,,,,,,,
IT-NA0070,12,Biblioteca universitaria di Napoli,012,PerLe 800: Periodici letterari dell'Ottocento,No,Online,Fondo misto,,Digitalizzazione dei periodici letterari dell'Ottocento,,,,,,,,,
